id,type
1012646,star
1007649,star
1001903,star
1002315,galaxy
1012632,star
1010390,star
1013140,star
1007144,star
1011723,star
1005143,star
1002674,star
1007614,star
1008855,star
1013065,star
1008479,star
1013954,star
1010136,star
1011844,star
1006204,star
1007674,star
1009029,star
1002053,star
1003744,star
1000259,star
1003873,star
1000107,star
1002179,star
1010621,star
1011329,star
1003814,star
1012922,star
1000905,star
1008365,star
1006237,star
1002013,unknown
1009526,star
1006715,unknown
1007405,star
1013730,star
1003479,star
1010644,star
1008898,star
1007643,star
1001701,unknown
1004561,star
1001230,star
1000802,star
1007666,unknown
1001090,star
1005591,star
1000451,star
1000011,star
1003624,star
1009713,star
1002507,star
1007106,star
1003296,star
1012946,star
1004498,star
1013132,star
1007173,star
1004993,star
1007714,star
1001017,star
1000645,star
1003243,star
1008639,star
1003100,star
1000736,unknown
1011893,unknown
1000930,star
1008814,unknown
1005302,star
1004242,star
1006341,star
1001950,star
1008517,star
1004113,star
1013002,star
1000952,star
1005106,unknown
1009816,star
1004087,star
1013559,star
1000397,star
1012816,star
1005067,star
1002035,star
1002652,star
1005843,star
1010250,star
1000975,star
1001781,star
1001990,star
1004122,star
1012028,star
1006669,star
1002792,star
1000330,star
1010462,star
1010556,star
1014012,star
1001758,star
1002757,star
1007073,galaxy
1009324,star
1010949,star
1013781,star
1005730,star
1014086,star
1007855,star
1012926,star
1009712,star
1005650,unknown
1013167,star
1010125,star
1000192,unknown
1000243,star
1013004,star
1001464,star
1012180,star
1013433,star
1001100,star
1010998,star
1002723,star
1010031,star
1001724,star
1006135,star
1001470,star
1006591,star
1002283,star
1004448,star
1001361,star
1007879,star
1012370,star
1013322,unknown
1011061,star
1002402,star
1011401,star
1005114,star
1013320,star
1007689,star
1004944,star
1008956,star
1005609,star
1005743,star
1011901,star
1002502,unknown
1001615,star
1008481,star
1003553,star
1002722,star
1010119,star
1002732,star
1011442,star
1005881,star
1011227,star
1006026,star
1011185,star
1008732,unknown
1001836,star
1000969,star
1012326,star
1003965,star
1007492,star
1004869,star
1007408,star
1008230,star
1008255,star
1003701,star
1003356,star
1012623,star
1003163,star
1003473,star
1011438,star
1000877,star
1007308,star
1008575,star
1010318,star
1004990,unknown
1003555,star
1008756,star
1011045,star
1004298,star
1002830,star
1004678,star
1008038,star
1009666,unknown
1007563,star
1005392,star
1004955,star
1000237,star
1013927,star
1012885,star
1003998,star
1012000,star
1006631,star
1013336,star
1009169,star
1006962,star
1001340,star
1006139,star
1004657,star
1011553,star
1013722,unknown
1003719,star
1013583,star
1002012,star
1009257,unknown
1011805,unknown
1011037,star
1004628,star
1013548,star
1007974,unknown
1004064,star
1013327,star
1001233,star
1003227,star
1000190,star
1004083,star
1008578,star
1009568,star
1003051,star
1010864,star
1008587,galaxy
1010780,star
1008438,star
1008641,galaxy
1003351,star
1011120,star
1001045,star
1006454,unknown
1007583,star
1011084,star
1009944,star
1007697,star
1003230,star
1003980,star
1004059,star
1002460,star
1013059,star
1006121,star
1006544,star
1008404,star
1012239,unknown
1008865,star
1005887,star
1006232,star
1013580,star
1007205,star
1001285,star
1011757,star
1013604,star
1009907,star
1010756,star
1011625,star
1009545,star
1002664,star
1000256,star
1011002,star
1002736,star
1000228,star
1013372,star
1000841,star
1004012,star
1011687,star
1012840,star
1011142,star
1012825,unknown
1000222,star
1006137,unknown
1009188,star
1011373,star
1002005,star
1013009,star
1007978,star
1005078,star
1001097,star
1009041,star
1010340,star
1000471,star
1011135,star
1011831,star
1004435,star
1012162,star
1007363,star
1011107,star
1008158,star
1011817,star
1005242,star
1007237,star
1002127,unknown
1005276,star
1000590,star
1006948,star
1010339,star
1001556,star
1003267,star
1009617,star
1013062,unknown
1011889,star
1003892,star
1000016,star
1009491,star
1008098,star
1008491,star
1008369,star
1005534,star
1003214,galaxy
1008706,star
1008847,star
1000439,star
1013139,star
1007703,star
1006052,star
1004845,star
1003626,unknown
1005227,star
1002489,star
1010051,star
1002186,star
1007510,star
1007734,star
1000684,star
1011764,star
1014102,star
1010857,star
1009920,star
1002876,star
1005045,unknown
1009676,star
1012446,star
1013996,star
1004094,star
1002628,star
1001044,star
1012276,star
1004493,star
1011450,star
1013091,star
1006676,galaxy
1006075,star
1011994,star
1012146,star
1001705,star
1009490,star
1006393,star
1008256,star
1009334,star
1009292,star
1004060,star
1014001,unknown
1010021,star
1000408,star
1006091,star
1011579,star
1005186,star
1004719,star
1009040,star
1005362,star
1009167,star
1013385,unknown
1011383,star
1001862,star
1000226,star
1005269,star
1007653,star
1011565,star
1010029,star
1004626,star
1000443,star
1003550,star
1010658,star
1002200,star
1005280,star
1007018,star
1012832,star
1001562,star
1000949,star
1005428,star
1013082,star
1001016,star
1003599,star
1003399,star
1003806,star
1008108,unknown
1001048,star
1010341,star
1006141,unknown
1013052,star
1003154,star
1013869,star
1012863,star
1013362,star
1013371,star
1007640,unknown
1002639,star
1001127,unknown
1012477,star
1011104,star
1010738,star
1014071,unknown
1004573,star
1005760,unknown
1007966,star
1008052,star
1011475,star
1010986,star
1011124,star
1013554,star
1002758,star
1010212,star
1001807,star
1005857,unknown
1006327,star
1010221,star
1011751,star
1009926,star
1003831,star
1011724,star
1010825,star
1006058,star
1007037,star
1009620,star
1003787,star
1012264,star
1012611,star
1003404,star
1007756,star
1006016,star
1011756,star
1012423,star
1010434,star
1003190,star
1007981,star
1010163,star
1012135,star
1003115,star
1000887,star
1004560,star
1013816,star
1013047,star
1001640,star
1000296,star
1007917,star
1010338,star
1011020,star
1012858,star
1010622,star
1002550,star
1008018,star
1002629,star
1003110,star
1009493,star
1009008,star
1003531,star
1013605,star
1014023,star
1008238,star
1005317,star
1012750,star
1003716,star
1003794,star
1009777,star
1005781,star
1001434,star
1012650,star
1009738,star
1003629,star
1014092,star
1004835,galaxy
1008278,star
1010683,star
1002284,star
1002921,star
1011181,star
1011182,star
1012933,star
1004429,star
1008210,star
1014020,star
1010755,unknown
1004065,star
1008016,star
1001817,star
1002575,star
1013159,star
1003030,star
1012307,star
1008925,star
1003332,star
1012015,star
1008180,star
1005323,star
1013949,star
1013020,star
1006308,star
1009667,star
1010500,star
1007160,star
1011640,star
1012265,star
1005601,star
1003430,star
1012703,star
1006679,star
1002924,star
1009576,unknown
1003049,star
1011650,star
1008897,star
1004451,star
1004966,star
1011348,unknown
1006041,star
1012882,star
1003151,star
1011178,star
1004580,star
1010355,star
1007594,star
1003595,star
1001019,unknown
1002711,star
1000598,star
1004737,star
1005037,star
1003881,star
1013710,star
1002685,star
1002170,star
1004510,star
1006461,star
1002849,star
1002029,star
1009295,star
1008968,star
1002933,star
1011277,star
1013884,star
1013903,unknown
1001811,star
1006038,star
1010245,star
1013744,star
1013532,star
1001295,star
1008843,star
1007746,star
1011578,star
1002334,star
1002057,star
1011765,star
1005238,star
1012891,unknown
1002405,star
1010785,star
1006256,star
1004441,star
1004176,star
1008951,star
1002702,star
1006700,star
1005360,star
1005293,unknown
1008353,star
1011955,star
1011825,star
1006186,star
1011136,star
1011273,star
1011043,star
1003340,star
1004870,star
1006313,star
1012758,star
1003026,star
1009445,star
1012433,star
1013100,star
1001952,star
1000523,star
1011886,star
1008684,star
1001692,star
1010022,star
1003222,star
1009658,star
1000203,star
1009142,unknown
1009751,star
1004460,star
1012590,star
1003077,star
1003754,star
1009507,star
1010099,star
1002983,star
1012526,star
1010933,star
1005798,star
1007097,star
1005130,star
1013897,star
1005971,star
1001334,star
1006655,unknown
1013480,star
1010425,star
1003064,star
1013546,star
1008977,star
1012869,star
1008496,star
1005407,star
1010878,star
1007435,star
1009307,star
1003718,unknown
1004830,star
1003768,star
1003644,star
1001830,star
1003837,star
1009393,star
1002784,star
1007373,star
1000017,star
1004699,star
1006164,star
1007234,star
1009497,star
1010588,star
1007245,star
1009355,star
1001246,star
1000812,star
1008290,star
1010433,star
1008777,star
1000615,star
1010881,star
1008758,star
1000967,star
1003335,star
1011747,star
1011396,star
1012866,star
1005693,star
1003956,star
1006854,star
1007659,star
1001940,star
1013978,unknown
1008994,star
1005071,star
1013263,star
1011964,star
1008127,star
1001380,star
1003512,star
1008482,star
1003619,star
1010589,star
1012892,star
1013455,star
1001333,star
1005318,star
1011977,star
1005466,star
1010009,star
1004074,star
1008978,star
1002889,star
1005484,star
1004834,star
1013454,star
1008511,star
1013375,star
1002563,unknown
1013552,star
1012685,star
1001327,star
1010891,star
1014127,star
1012445,star
1007716,star
1014108,star
1011180,star
1006721,star
1005341,star
1007980,star
1003102,star
1010790,star
1005308,star
1005735,star
1013684,star
1009933,star
1001642,star
1007371,star
1009042,star
1003168,unknown
1009522,star
1005715,star
1000596,star
1006340,star
1010886,star
1002391,star
1007254,star
1001710,star
1010108,star
1010982,star
1008337,star
1007820,star
1002513,star
1001027,star
1013702,star
1006381,unknown
1011665,star
1005606,star
1003215,unknown
1010677,star
1007319,star
1011143,star
1006020,star
1008700,star
1006557,star
1011281,unknown
1008185,unknown
1005402,unknown
1013535,star
1005329,star
1003048,star
1012894,star
1008485,star
1002850,unknown
1008188,star
1004769,star
1006808,star
1000490,star
1002753,star
1002451,star
1013724,unknown
1010723,star
1004760,star
1011408,star
1000616,star
1011088,star
1008996,star
1010975,star
1001671,star
1011145,star
1007389,star
1003072,unknown
1013791,star
1010872,star
1012272,unknown
1012341,star
1010297,star
1000691,unknown
1008910,star
1010548,star
1010984,star
1011026,star
1004440,star
1007571,star
1006205,star
1002743,star
1008727,star
1000178,star
1003661,star
1003395,star
1006311,star
1001547,star
1000063,star
1009683,star
1000979,star
1004868,star
1000729,star
1004632,star
1008295,star
1011009,star
1013240,star
1006982,star
1006132,star
1012778,star
1000270,star
1006370,star
1002335,star
1009186,star
1002564,star
1006343,star
1013689,star
1004459,star
1003925,star
1012761,star
1007241,unknown
1000128,star
1008551,star
1001931,star
1012014,star
1012077,star
1002398,star
1007930,star
1000813,star
1007869,star
1010838,star
1010010,star
1012406,star
1011488,star
1012372,star
1010326,star
1006764,star
1004707,star
1012884,star
1002322,star
1004365,star
1012267,star
1013955,star
1001283,star
1002782,star
1007792,star
1013806,star
1000704,star
1001723,star
1008142,star
1005805,star
1012848,star
1003078,star
1004709,star
1003872,star
1013646,star
1014066,star
1003885,star
1013648,star
1000213,star
1010303,star
1003842,star
1000512,star
1007046,star
1009269,star
1013575,star
1003588,star
1009939,star
1013374,star
1002226,star
1003758,star
1009327,star
1007988,star
1010261,star
1010153,star
1002779,star
1001774,star
1014034,star
1004355,star
1007356,star
1009892,star
1008837,star
1001567,star
1002442,unknown
1008015,star
1001451,star
1013574,star
1009237,star
1003508,star
1012253,star
1003157,star
1014074,star
1013283,star
1004545,star
1011536,star
1009157,star
1009419,star
1008324,star
1008875,star
1001075,star
1011312,star
1009900,star
1005398,star
1011461,star
1003866,star
1004151,star
1000198,star
1003865,star
1000915,star
1011345,star
1008036,star
1004480,unknown
1009329,star
1009477,star
1003393,star
1009644,star
1000837,star
1007886,star
1004638,star
1000859,star
1002190,star
1000265,star
1010607,star
1002164,star
1003118,star
1010182,unknown
1005823,star
1012661,star
1009323,star
1012906,star
1009050,star
1009143,star
1001358,star
1012651,star
1005062,star
1014082,star
1004347,star
1010371,star
1011138,star
1011652,star
1003181,star
1007126,star
1007560,star
1004053,star
1005417,star
1004624,star
1005848,galaxy
1009446,star
1004616,star
1005994,star
1013918,star
1007992,star
1010725,star
1007479,star
1001252,star
1007955,star
1006301,unknown
1011064,star
1012132,star
1008834,star
1011405,star
1008929,star
1004231,star
1001284,star
1012454,star
1012846,star
1012731,star
1012726,star
1012200,star
1000836,star
1007128,star
1004002,star
1010464,star
1004517,star
1004252,star
1005674,star
1007054,galaxy
1009099,star
1001551,star
1002910,star
1009861,star
1004662,star
1007079,star
1012294,star
1000080,star
1011690,star
1014039,star
1002435,star
1002495,star
1002739,star
1006696,star
1003524,star
1010440,star
1011914,star
1003075,star
1003544,star
1007740,star
1009870,star
1001149,star
1000065,unknown
1012512,star
1013230,star
1000810,star
1008388,star
1009160,star
1007853,star
1006614,unknown
1011646,star
1005322,star
1004308,star
1000942,star
1013573,star
1004293,star
1012752,star
1007936,galaxy
1010423,star
1009462,star
1011542,unknown
1010323,star
1013673,star
1012725,star
1013424,star
1002232,star
1007379,star
1009885,star
1003398,star
1009067,star
1011366,star
1001512,star
1012441,star
1004640,unknown
1009417,star
1013404,star
1009544,star
1007509,star
1000950,star
1009720,star
1003995,galaxy
1000910,star
1006533,star
1002473,star
1009760,star
1001142,unknown
1001138,star
1003560,star
1006348,star
1006960,star
1007910,star
1005660,unknown
1008520,star
1012376,unknown
1002259,star
1011999,star
1010981,star
1011267,star
1013676,star
1007491,star
1008309,star
1003492,unknown
1000739,unknown
1000399,star
1011628,star
1008931,star
1001304,star
1009475,star
1008635,star
1005157,star
1002409,star
1006641,star
1002074,star
1007358,star
1002961,star
1008655,star
1008965,star
1009217,star
1002376,star
1008878,unknown
1002479,star
1013864,star
1013171,star
1000534,star
1000973,star
1007667,star
1007876,star
1013148,unknown
1007777,star
1011997,star
1005017,star
1008034,star
1000021,star
1007912,star
1013241,unknown
1000694,star
1012688,star
1007104,star
1008261,star
1001733,star
1009788,star
1008244,star
1008791,star
1002165,star
1004057,star
1008246,star
1011599,star
1007796,star
1008109,star
1007006,star
1006988,star
1001320,star
1012091,star
1000895,star
1004732,star
1000776,unknown
1009224,star
1012963,star
1006947,star
1001980,unknown
1009249,star
1010885,star
1006277,star
1004050,star
1003138,star
1004291,star
1011370,star
1012600,star
1001881,star
1002542,star
1009347,star
1011250,star
1000132,star
1008466,star
1003989,star
1003637,star
1011426,star
1004705,star
1006694,star
1009805,unknown
1009476,star
1004170,star
1004538,star
1002909,star
1007289,star
1011655,star
1009061,star
1009978,star
1008171,star
1000377,star
1002774,star
1010565,star
1002559,star
1007701,star
1011776,star
1013378,star
1009701,star
1008347,star
1007049,unknown
1001123,unknown
1010171,star
1005404,star
1005121,star
1010740,star
1006022,unknown
1013307,star
1004544,star
1002532,star
1002146,star
1007532,star
1004782,star
1009651,star
1012751,star
1013833,star
1013695,star
1008974,star
1001108,star
1007327,star
1012332,star
1000008,star
1003304,star
1009542,star
1003107,star
1012293,unknown
1009168,star
1013040,star
1009894,star
1004464,star
1004889,star
1013248,star
1006535,star
1002682,star
1012389,star
1000240,star
1003628,star
1007221,star
1002121,unknown
1002415,star
1005956,star
1007420,star
1003008,star
1000041,star
1011551,star
1008276,star
1008403,star
1002383,star
1002352,star
1001926,star
1006819,star
1008933,star
1000056,star
1011508,star
1001430,star
1012004,star
1007908,star
1000765,star
1006077,star
1010274,star
1013287,star
1005682,star
1003572,star
1009154,star
1012177,star
1004826,galaxy
1006001,star
1004540,star
1001719,star
1013010,star
1012719,unknown
1006154,star
1003246,star
1010564,star
1005051,star
1006143,unknown
1010088,star
1007898,star
1006355,star
1010058,unknown
1009202,star
1011548,unknown
1004384,star
1008434,star
1004305,star
1001161,star
1006230,star
1011183,star
1013843,star
1004850,star
1010919,unknown
1010667,star
1008335,star
1008917,star
1000630,star
1012868,star
1014033,star
1006727,star
1008689,star
1012070,star
1008484,star
1012534,star
1010599,star
1001089,star
1008738,star
1006958,galaxy
1010309,star
1008902,star
1008859,unknown
1004675,star
1002717,star
1014046,star
1013525,star
1005640,star
1006541,star
1011254,star
1001866,star
1008710,star
1007365,star
1001469,star
1011272,unknown
1004556,star
1008715,star
1006586,star
1002947,star
1005125,star
1001629,star
1005493,star
1008139,star
1013394,star
1008044,star
1011562,star
1000258,star
1010404,star
1011767,star
1008240,star
1005351,star
1000005,star
1001636,star
1008166,star
1002047,star
1004582,star
1004483,star
1005864,star
1011333,star
1001841,star
1006468,star
1007203,star
1009541,star
1008744,unknown
1001004,star
1002916,star
1000031,galaxy
1010366,star
1012298,star
1000412,unknown
1003868,star
1008920,unknown
1010184,star
1007970,star
1005729,star
1000938,star
1003931,unknown
1005174,star
1000083,star
1008632,star
1007398,star
1003517,star
1003442,star
1007093,star
1008539,star
1002821,star
1005447,star
1013946,star
1001366,star
1006061,star
1010347,star
1005958,galaxy
1006217,star
1002679,star
1004234,star
1006747,star
1008757,star
1012859,star
1001660,star
1001828,star
1001936,star
1007764,star
1006042,star
1007542,star
1005277,star
1009873,star
1009235,unknown
1011015,star
1006804,star
1000035,star
1001491,star
1011010,star
1005955,star
1011223,star
1012096,star
1010703,star
1009661,star
1004445,star
1006470,star
1010076,star
1013392,star
1011802,star
1005995,star
1012459,star
1004784,star
1010871,star
1006477,star
1007883,star
1005151,star
1010164,star
1005974,star
1001889,star
1008006,star
1006891,star
1007688,star
1004992,star
1008078,star
1010709,star
1011327,star
1005299,star
1006491,unknown
1004852,star
1004658,star
1010576,star
1005625,star
1011091,star
1011828,star
1013780,star
1002017,star
1001497,star
1006464,star
1004601,star
1004264,star
1000901,star
1002796,star
1012988,star
1009441,star
1003860,star
1002467,star
1013391,star
1007291,star
1011148,star
1009009,galaxy
1011498,star
1005268,star
1005025,star
1003436,star
1003496,star
1013941,star
1009118,star
1009980,star
1014007,star
1012092,star
1003769,star
1000319,star
1010287,star
1011092,star
1010988,star
1004931,star
1009455,star
1004486,star
1004099,star
1000252,star
1001933,star
1013441,star
1000748,star
1001832,star
1009397,star
1002421,star
1006507,star
1013846,star
1007396,star
1007029,star
1003816,star
1000608,star
1003042,star
1002847,star
1005835,star
1004172,star
1006991,star
1000921,star
1005634,star
1007897,star
1004032,star
1001107,star
1013147,star
1000562,unknown
1008226,star
1006048,star
1007894,star
1010387,star
1005023,star
1009698,star
1005261,star
1002454,star
1000489,star
1007028,star
1012280,star
1005829,star
1009828,star
1003208,unknown
1002805,star
1008200,star
1012120,galaxy
1013596,star
1003263,star
1006920,star
1013696,star
1011528,star
1005909,star
1004353,star
1011023,unknown
1011586,star
1008619,star
1004243,star
1010234,star
1012876,star
1007755,unknown
1010406,star
1003684,star
1007045,star
1006660,star
1007928,star
1004346,star
1010289,star
1005350,star
1003159,star
1005486,star
1007507,star
1003324,star
1002783,star
1006888,star
1002100,star
1008513,unknown
1006409,star
1008709,star
1000161,star
1000497,star
1011868,star
1012311,star
1012013,star
1013992,star
1009969,star
1009523,star
1007745,star
1001584,star
1006623,unknown
1004893,star
1004984,star
1000654,star
1009166,unknown
1003596,star
1012837,star
1012619,star
1005929,star
1012637,star
1010859,star
1013854,unknown
1012877,star
1007478,star
1005320,star
1013319,star
1013134,star
1006321,star
1006312,star
1012951,star
1013390,star
1006552,star
1001949,star
1004511,star
1000996,star
1012169,star
1009399,star
1010330,star
1011201,star
1001898,star
1010843,star
1012034,star
1010834,star
1000219,star
1013015,star
1005897,star
1012911,star
1004412,star
1001560,star
1011133,star
1004191,star
1013999,star
1012170,star
1007635,star
1006564,star
1005987,star
1007242,star
1008407,star
1011436,star
1014032,star
1009402,star
1008241,star
1012295,star
1004803,star
1010436,star
1006353,star
1009156,star
1006935,unknown
1004258,star
1003165,star
1004200,star
1008348,star
1013470,star
1001578,star
1004402,star
1001661,unknown
1003244,galaxy
1011531,star
1009918,star
1001768,star
1003406,unknown
1007557,unknown
1006832,star
1000144,star
1007382,star
1003454,star
1006653,unknown
1011773,star
1002468,star
1001245,star
1008183,star
1010692,star
1012430,star
1009125,star
1013119,star
1010140,star
1003022,star
1003785,star
1010246,star
1005708,star
1007969,star
1012411,star
1001158,star
1010015,star
1007268,star
1013693,qso
1005946,star
1000071,star
1013384,star
1012031,star
1008778,unknown
1007680,star
1006843,star
1011402,star
1003353,star
1013617,star
1013234,star
1011771,star
1003449,star
1007496,star
1005092,star
1002424,star
1012338,star
1006910,star
1003918,star
1004537,star
1009132,star
1005734,star
1006618,star
1000344,star
1007412,star
1012549,star
1010388,star
1012824,star
1001288,star
1005582,star
1007271,star
1011314,star
1014002,star
1001533,star
1007259,star
1008568,star
1005891,star
1013266,star
1007065,star
1012941,star
1004618,star
1009646,star
1003439,star
1007832,star
1006681,unknown
1004194,star
1012617,star
1004010,star
1010689,star
1004048,star
1002064,unknown
1013456,star
1000477,star
1013138,star
1007280,star
1003776,star
1009916,star
1004742,star
1004237,star
1004251,star
1013316,star
1012559,star
1007226,star
1002825,star
1010198,star
1006103,unknown
1008691,star
1005427,star
1002363,star
1006098,star
1002136,star
1010810,star
1007979,unknown
1012425,star
1011835,star
1013630,unknown
1012704,star
1008532,unknown
1012879,star
1001609,star
1007639,star
1007504,star
1006303,star
1012395,star
1011322,star
1004189,star
1013844,star
1011224,star
1002838,star
1012258,star
1000358,star
1006345,star
1005030,star
1008116,unknown
1008506,star
1012563,star
1006338,star
1002258,star
1002349,star
1001880,star
1001759,star
1004950,star
1013725,star
1012734,star
1013237,star
1006030,star
1003547,star
1013252,galaxy
1007751,star
1010680,star
1011871,star
1012509,star
1005861,unknown
1013186,star
1005414,star
1011899,star
1001928,unknown
1011570,star
1012251,unknown
1002212,star
1006372,star
1005066,star
1001691,star
1001488,star
1000551,star
1012507,unknown
1001782,star
1009112,star
1005695,star
1002150,star
1003104,star
1000465,star
1003871,star
1008275,star
1006007,star
1009769,star
1013211,unknown
1005491,star
1007244,star
1013879,star
1012155,star
1000556,star
1002229,star
1003688,star
1000631,star
1004633,star
1002261,star
1012483,star
1011487,star
1009684,star
1007253,star
1004474,star
1007411,star
1000445,star
1013984,unknown
1010205,star
1007633,star
1012401,star
1001856,star
1010600,star
1007749,star
1008906,star
1010519,star
1010359,star
1003098,star
1010619,star
1013179,star
1011963,star
1007514,star
1008748,star
1012546,star
1002865,star
1013651,star
1009025,star
1012631,star
1000622,star
1001910,star
1003444,star
1008941,star
1005015,star
1005166,star
1003011,star
1009845,star
1002918,star
1004098,star
1008363,star
1000681,star
1013898,star
1009195,star
1013398,star
1009784,star
1006740,star
1000573,star
1001279,star
1005507,star
1007527,star
1012026,star
1006661,star
1012830,unknown
1005000,star
1013752,star
1010635,star
1012593,star
1009454,star
1001443,star
1009567,star
1013448,star
1012592,star
1011415,star
1008437,star
1006045,star
1008154,star
1006335,star
1012870,star
1008734,star
1011700,star
1001686,star
1008664,star
1013979,star
1007742,star
1011150,star
1009300,star
1012535,star
1012851,star
1005176,star
1004386,star
1003093,star
1006126,star
1000763,star
1013333,star
1012055,star
1005939,unknown
1012519,star
1012318,star
1003111,star
1010657,star
1011959,star
1008819,star
1007843,galaxy
1002423,star
1003483,star
1011503,star
1008197,star
1012505,star
1009485,galaxy
1011953,star
1005511,star
1005832,star
1005774,star
1007434,star
1004522,star
1004078,star
1009187,star
1005687,star
1009020,star
1001213,star
1009283,galaxy
1009439,unknown
1006198,star
1009589,star
1000053,star
1011754,star
1010970,star
1012429,star
1003188,star
1010844,star
1006413,star
1009631,star
1000295,star
1007218,star
1001569,unknown
1009787,star
1011965,star
1001937,star
1007139,unknown
1003297,star
1004084,star
1001011,star
1010381,star
1011527,star
1005421,star
1011583,star
1009328,unknown
1010856,star
1011214,star
1003985,star
1001318,star
1011611,star
1011813,star
1001883,star
1000947,star
1006683,star
1009931,star
1003204,star
1007361,star
1005888,star
1002738,star
1001675,star
1007377,star
1000455,star
1008526,star
1000747,star
1001529,star
1006587,star
1002683,star
1014113,star
1013653,star
1013694,star
1004867,star
1005902,star
1013739,star
1003242,star
1004743,star
1012702,star
1009932,star
1002450,star
1010699,star
1000485,star
1010280,star
1001995,star
1005397,star
1001590,star
1004114,star
1009875,star
1005020,star
1013829,star
1011779,star
1003476,star
1007157,star
1011814,star
1004717,star
1001907,star
1002457,star
1013262,star
1000481,star
1006918,star
1010324,star
1009937,star
1005922,star
1005284,star
1001526,star
1000136,galaxy
1011072,star
1003285,star
1012449,star
1007472,star
1003734,star
1004663,star
1008790,star
1007427,star
1003209,star
1010403,star
1012068,star
1012713,star
1013562,star
1013329,star
1007355,star
1012603,star
1011762,star
1008792,star
1000726,star
1012443,star
1006136,star
1006375,star
1007220,star
1005526,star
1013403,star
1007082,star
1005315,star
1009372,star
1009512,star
1005877,star
1013561,star
1001600,star
1000823,star
1013180,star
1009961,star
1004790,star
1006824,star
1011485,star
1000741,star
1000048,star
1010137,star
1008694,star
1011664,star
1008184,unknown
1002317,star
1000808,star
1006798,star
1007409,star
1002893,star
1005826,star
1004316,star
1005178,star
1007555,star
1009987,star
1000759,galaxy
1007953,star
1006245,star
1000444,star
1008861,unknown
1008799,star
1004357,star
1001773,star
1012921,star
1003730,star
1012208,star
1009590,star
1009981,star
1000602,star
1012292,star
1000494,star
1010350,star
1013937,unknown
1004342,star
1003189,star
1013873,star
1007402,star
1003770,star
1004934,star
1001436,star
1005153,unknown
1008162,star
1006220,star
1004217,star
1009515,star
1000479,star
1002786,star
1007926,star
1012080,star
1004088,star
1009551,unknown
1004369,star
1014090,star
1006059,star
1005009,star
1003569,star
1003187,star
1006414,star
1009718,star
1009401,star
1005418,star
1013564,star
1011205,star
1005177,star
1003584,star
1006967,star
1013192,star
1011222,star
1003310,star
1013498,unknown
1003322,star
1011714,star
1005977,star
1006281,star
1000396,star
1009789,unknown
1003121,star
1011347,star
1010952,star
1013660,star
1012250,star
1011258,star
1001270,star
1003952,star
1008161,unknown
1007132,star
1002913,star
1012457,star
1000069,star
1012852,star
1007849,galaxy
1010879,star
1012061,star
1001224,star
1002290,star
1011624,star
1012484,star
1007658,star
1001663,star
1004754,star
1008970,star
1008215,star
1009571,star
1001655,star
1008893,star
1004581,star
1005755,star
1001579,star
1013032,star
1013644,star
1005685,star
1004617,star
1013216,star
1008743,star
1010559,star
1011338,star
1002524,star
1009783,unknown
1000917,star
1011407,star
1012753,star
1010690,star
1013768,star
1004266,star
1001478,star
1004199,star
1008807,star
1007297,star
1012069,unknown
1011581,star
1009232,star
1010003,star
1009214,star
1005800,star
1006812,star
1007672,star
1000191,star
1006349,star
1010649,star
1006344,star
1009737,star
1001025,star
1002491,star
1010596,star
1001369,star
1012321,star
1003036,star
1014011,star
1005871,star
1013616,star
1000002,star
1002359,star
1009049,star
1008233,star
1007949,star
1001155,star
1006973,star
1002568,unknown
1002609,star
1006089,star
1011641,star
1013835,star
1000716,star
1003028,star
1007526,star
1008540,star
1000886,star
1000732,unknown
1006163,star
1003252,star
1014025,star
1013932,star
1000090,star
1004780,star
1005273,star
1003481,star
1012508,star
1000209,star
1005827,star
1011468,star
1003802,star
1006354,star
1013135,star
1008624,star
1013592,unknown
1004876,star
1010218,star
1008916,star
1014049,star
1011397,star
1010327,star
1007156,star
1009356,star
1012238,star
1005326,star
1002038,star
1013415,star
1013516,star
1004273,star
1011328,star
1012666,star
1006004,star
1011610,star
1001770,star
1010543,star
1010539,star
1006826,star
1004910,star
1013529,star
1001850,star
1011552,star
1008229,star
1000324,star
1009189,star
1010043,star
1007774,star
1010748,star
1006643,star
1004964,unknown
1011614,star
1002868,star
1002292,star
1001096,star
1007269,star
1011486,star
1008879,star
1008618,star
1008670,star
1009082,star
1008752,star
1007368,star
1003566,star
1001822,star
1000348,star
1004541,star
1003970,star
1001152,star
1000000,star
1004278,star
1009003,star
1008300,star
1012538,star
1006398,star
1013570,unknown
1013187,star
1007721,star
1008892,star
1010661,star
1005142,star
1009222,star
1008597,star
1008945,star
1006306,star
1013214,star
1009436,star
1000640,star
1007609,star
1005777,star
1012246,star
1011576,star
1004446,star
1005870,star
1001368,star
1008379,star
1005564,star
1004757,star
1011558,star
1000857,star
1002927,star
1004187,star
1012798,star
1005128,star
1010111,star
1008642,star
1005370,star
1002968,unknown
1011385,star
1008190,star
1001066,star
1001864,star
1013965,star
1011750,star
1009172,unknown
1010776,star
1001894,star
1005488,star
1003738,star
1013845,star
1000115,star
1005369,star
1011989,star
1007392,star
1002481,star
1000825,unknown
1011295,star
1008120,unknown
1000644,unknown
1007002,star
1008854,star
1011315,star
1000847,unknown
1002247,star
1004462,unknown
1002705,star
1007530,star
1008079,unknown
1013399,star
1008338,star
1007061,star
